section	subgroup	case	title	rc	started_ms	finished_ms	duration_ms	log_path
TESTS	-	linker-script-defines-data-section	linker script defines .data	0	1775498461374	1775498461384	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/linker-script-defines-data-section.log
TESTS	-	linker-script-defines-bss-section	linker script defines .bss	0	1775498461404	1775498461411	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/linker-script-defines-bss-section.log
TESTS	-	release-kernel-contains-text-section	release kernel contains .text	0	1775498461431	1775498461444	13	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-kernel-contains-text-section.log
TESTS	-	release-kernel-contains-rodata-section	release kernel contains .rodata	0	1775498461468	1775498461477	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-kernel-contains-rodata-section.log
TESTS	-	release-kernel-contains-data-section	release kernel contains .data	0	1775498461492	1775498461501	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-kernel-contains-data-section.log
TESTS	-	release-kernel-contains-bss-section	release kernel contains .bss	0	1775498461512	1775498461519	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-kernel-contains-bss-section.log
TESTS	-	release-rodata-marker	release rodata marker lands in .rodata	0	1775498461533	1775498461540	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-rodata-marker.log
TESTS	-	release-data-marker	release data marker lands in .data	0	1775498461555	1775498461563	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-data-marker.log
TESTS	-	release-bss-marker	release bss marker lands in .bss	0	1775498461581	1775498461590	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-bss-marker.log
TESTS	-	release-bss-is-nobits	release .bss is emitted as NOBITS	0	1775498461605	1775498461611	6	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-bss-is-nobits.log
ARCHITECTURE TESTS	-	internal-extern-c-blocks-live-only-in-core-entry	ABI markers only live in approved kernel ABI boundaries	0	1775498461626	1775498461641	15	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/internal-extern-c-blocks-live-only-in-core-entry.log
ARCHITECTURE TESTS	-	services-and-nonentry-core-have-no-abi-markers	services and non-entry core files have no ABI markers	0	1775498461655	1775498461668	13	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/services-and-nonentry-core-have-no-abi-markers.log
ARCHITECTURE TESTS	-	drivers-have-no-abi-markers	drivers have no ABI markers in the target architecture	0	1775498461681	1775498461692	11	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/drivers-have-no-abi-markers.log
ARCHITECTURE TESTS	-	leaf-files-have-no-abi-markers	leaf files have no ABI markers	0	1775498461709	1775498461725	16	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/leaf-files-have-no-abi-markers.log
ARCHITECTURE TESTS	-	target-abi-facades-use-stable-low-level-signatures	target ABI facades use only stable low-level data forms	0	1775498461742	1775498461757	15	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/target-abi-facades-use-stable-low-level-signatures.log
ARCHITECTURE TESTS	-	cross-abi-forbid-reference-types	reject exported ABI signatures with Rust references	0	1775498461774	1775498461795	21	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-reference-types.log
ARCHITECTURE TESTS	-	cross-abi-forbid-slices-or-str	reject exported ABI signatures with slices or str	0	1775498461821	1775498461848	27	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-slices-or-str.log
ARCHITECTURE TESTS	-	cross-abi-forbid-tuples-without-repr	reject exported ABI signatures with tuple data forms	0	1775498461863	1775498461892	29	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-tuples-without-repr.log
ARCHITECTURE TESTS	-	cross-abi-forbid-unrepr-user-types	reject exported ABI signatures with unrepr-ed user structs/enums	0	1775498461910	1775498461941	31	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-unrepr-user-types.log
ARCHITECTURE TESTS	-	cross-abi-forbid-trait-objects	reject exported ABI signatures with trait objects	0	1775498461958	1775498461991	33	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-trait-objects.log
ARCHITECTURE TESTS	-	cross-abi-forbid-generics	reject exported ABI generic functions	0	1775498462009	1775498462027	18	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-generics.log
ARCHITECTURE TESTS	-	cross-abi-forbid-option-result	reject Option and Result crossing ABI signatures	0	1775498462042	1775498462063	21	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-option-result.log
ARCHITECTURE TESTS	-	cross-abi-forbid-allocator-types	reject allocator-backed types crossing ABI signatures	0	1775498462076	1775498462110	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cross-abi-forbid-allocator-types.log
ARCHITECTURE TESTS	-	kernel-rust-root-is-single-entry	src/main.rs is the only kernel crate-root source and src/kernel/*.rs files are not compiled directly	0	1775498462137	1775498462233	96	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-rust-root-is-single-entry.log
ARCHITECTURE TESTS	-	makefile-does-not-glob-src-kernel-peers	Makefile does not compile src/kernel/*.rs by glob	0	1775498462243	1775498462303	60	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/makefile-does-not-glob-src-kernel-peers.log
ARCHITECTURE TESTS	-	build-produces-single-kernel-rust-unit	kernel build emits one Rust kernel unit (kernel.o or kernel.a)	0	1775498462313	1775498462382	69	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/build-produces-single-kernel-rust-unit.log
ARCHITECTURE TESTS	-	no-kernel-subsystem-rust-objects	kernel subsystem files are not emitted as separate Rust objects	0	1775498462392	1775498462454	62	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/no-kernel-subsystem-rust-objects.log
TESTS	unit	host-console-format-unit-tests-pass	host console format unit tests pass through the real crate boundary	0	1775498461097	1775498462469	1372	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/unit/host-console-format-unit-tests-pass.log
TESTS	unit	host-keyboard-input-letter-key-press-maps-to-printable-ascii	host keyboard scancode decoding maps a letter press to printable ASCII	0	1775498461148	1775498462574	1426	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/unit/host-keyboard-input-letter-key-press-maps-to-printable-ascii.log
TESTS	-	release-iso-boots	canonical release ISO boots via GRUB in QEMU	0	1775498461091	1775498462738	1647	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-iso-boots.log
ARCHITECTURE TESTS	-	export-ownership-by-source-owner	export ownership is enforced on source declarations	0	1775498462751	1775498462818	67	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/export-ownership-by-source-owner.log
TESTS	unit	host-keyboard-input-shift-changes-letter-case-until-release	host keyboard scancode decoding keeps shift state until release	0	1775498461231	1775498462831	1600	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/unit/host-keyboard-input-shift-changes-letter-case-until-release.log
TESTS	-	release-img-boots	canonical release IMG boots via GRUB in QEMU	0	1775498461293	1775498462909	1616	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/root/release-img-boots.log
ARCHITECTURE TESTS	-	architecture-invariant-coverage-matrix	checks that every architecture invariant has both enforcement and rejection coverage	0	1775498462466	1775498462924	458	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/architecture-invariant-coverage-matrix.log
ARCHITECTURE TESTS	-	export-ownership-artifact-traceability	artifact-level exports are traceable to expected source owners	0	1775498462827	1775498462940	113	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/export-ownership-artifact-traceability.log
ARCHITECTURE TESTS	-	crate-roots-use-single-shared-kernel-root	src/main.rs and src/lib.rs share the same src/kernel/mod.rs root without top-level src/kernel peer files	0	1775498462922	1775498462956	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/crate-roots-use-single-shared-kernel-root.log
ARCHITECTURE TESTS	-	kernel-top-level-directories-are-layers-only	kernel top-level directories match the target layer set	0	1775498462937	1775498462972	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-top-level-directories-are-layers-only.log
ARCHITECTURE TESTS	-	layer-roots-are-mod-rs	each kernel layer has a mod.rs root	0	1775498462953	1775498462991	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/layer-roots-are-mod-rs.log
ARCHITECTURE TESTS	-	private-leaves-stay-under-owning-subsystems	private leaves stay under an owning subsystem path	0	1775498462969	1775498463008	39	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/private-leaves-stay-under-owning-subsystems.log
ARCHITECTURE TESTS	-	private-leaf-imports-are-local	private leaves are imported only by owning facades	0	1775498462988	1775498463024	36	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/private-leaf-imports-are-local.log
ARCHITECTURE TESTS	-	host-tests-link-through-real-library-boundary	host test wrappers compile src/lib.rs and link tests through --extern kfs	1	1775498463004	1775498463042	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/host-tests-link-through-real-library-boundary.log
ARCHITECTURE TESTS	-	host-tests-do-not-mount-production-source	host tests do not mount production source with #[path] or include!	0	1775498463022	1775498463060	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/host-tests-do-not-mount-production-source.log
ARCHITECTURE TESTS	-	kernel-tree-avoids-test-only-path-switching	kernel source avoids cfg(test) path switching	0	1775498463038	1775498463076	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-tree-avoids-test-only-path-switching.log
ARCHITECTURE TESTS	-	kernel-binary-crate-root-exists	kernel binary crate root exists at src/main.rs	0	1775498463057	1775498463092	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-binary-crate-root-exists.log
ARCHITECTURE TESTS	-	host-library-crate-root-exists	host library crate root exists at src/lib.rs	0	1775498463073	1775498463107	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/host-library-crate-root-exists.log
ARCHITECTURE TESTS	-	shared-kernel-module-root-exists	shared kernel module root exists at src/kernel/mod.rs	0	1775498463089	1775498463121	32	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/shared-kernel-module-root-exists.log
ARCHITECTURE TESTS	-	freestanding-support-root-exists	freestanding support root exists at src/freestanding/mod.rs	0	1775498463104	1775498463139	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/freestanding-support-root-exists.log
ARCHITECTURE TESTS	-	kernel-first-level-dirs-match-allowlist	kernel first-level directories match the architecture allowlist	0	1775498463118	1775498463161	43	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-first-level-dirs-match-allowlist.log
ARCHITECTURE TESTS	-	no-top-level-kernel-peer-files	src/kernel has only the canonical top-level mod.rs file	0	1775498463135	1775498463180	45	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/no-top-level-kernel-peer-files.log
ARCHITECTURE TESTS	-	types-has-no-abi-exports	types layer does not export ABI symbols	0	1775498463158	1775498463200	42	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/types-has-no-abi-exports.log
ARCHITECTURE TESTS	-	core-services-types-have-no-raw-hardware-access	core, services, and types avoid raw hardware access	0	1775498463175	1775498463233	58	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-services-types-have-no-raw-hardware-access.log
ARCHITECTURE TESTS	-	core-entry-does-not-call-driver-abi-directly	core entry avoids direct driver ABI calls and direct VGA writes	0	1775498463194	1775498463258	64	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-entry-does-not-call-driver-abi-directly.log
ARCHITECTURE TESTS	-	abi-exports-live-only-in-target-facades	ABI exports live only in target entry and klib facade files	0	1775498463226	1775498463276	50	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/abi-exports-live-only-in-target-facades.log
ARCHITECTURE TESTS	-	exports-match-allowlist	kernel exports match the architecture allowlist exactly	0	1775498463254	1775498463297	43	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/exports-match-allowlist.log
ARCHITECTURE TESTS	-	makefile-does-not-compile-src-kernel-peers-individually	Makefile does not compile src/kernel peer files individually	0	1775498463272	1775498463315	43	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/makefile-does-not-compile-src-kernel-peers-individually.log
ARCHITECTURE TESTS	-	rust-kernel-entrypoint-is-src-main-rs	Makefile uses src/main.rs as the kernel Rust entrypoint	0	1775498463293	1775498463334	41	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/rust-kernel-entrypoint-is-src-main-rs.log
ARCHITECTURE TESTS	-	layer-roots-exist-as-mod-rs	each kernel layer has a mod.rs root	0	1775498463310	1775498463353	43	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/layer-roots-exist-as-mod-rs.log
ARCHITECTURE TESTS	-	boot-start-hands-off-only-to-kmain	start hands off only to kmain	0	1775498463329	1775498463372	43	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/boot-start-hands-off-only-to-kmain.log
ARCHITECTURE TESTS	-	core-init-surface-exists	core init plus freestanding panic surfaces exist	0	1775498463348	1775498463393	45	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-init-surface-exists.log
ARCHITECTURE TESTS	-	console-runtime-path-files-exist	console runtime path files exist through services and drivers	0	1775498463368	1775498463410	42	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/console-runtime-path-files-exist.log
ARCHITECTURE TESTS	-	core-init-avoids-raw-hw-and-asm	core entry and init avoid raw hardware access and inline asm	0	1775498463389	1775498463427	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-init-avoids-raw-hw-and-asm.log
ARCHITECTURE TESTS	-	services-avoid-raw-hw-and-asm	services avoid raw hardware access and inline asm	0	1775498463406	1775498463441	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/services-avoid-raw-hw-and-asm.log
ARCHITECTURE TESTS	-	inline-asm-stays-in-arch-or-machine	inline asm stays in arch or machine only	0	1775498463424	1775498463456	32	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/inline-asm-stays-in-arch-or-machine.log
ARCHITECTURE TESTS	-	simd-intrinsics-stay-in-approved-files	typed x86 SIMD intrinsics stay in approved CPU-probe and private klib leaf files	0	1775498463439	1775498463472	33	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/simd-intrinsics-stay-in-approved-files.log
ARCHITECTURE TESTS	-	types-have-no-side-effects	types layer stays free of side effects and hardware primitives	0	1775498463453	1775498463491	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/types-have-no-side-effects.log
ARCHITECTURE TESTS	-	core-depends-only-on-services-types-klib	core may depend only on services, types, and klib	0	1775498463468	1775498463508	40	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-depends-only-on-services-types-klib.log
ARCHITECTURE TESTS	-	services-do-not-import-driver-leaves-or-raw-hw	services do not depend on driver leaves or raw hardware I/O	0	1775498463486	1775498463524	38	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/services-do-not-import-driver-leaves-or-raw-hw.log
ARCHITECTURE TESTS	-	drivers-do-not-own-boot-policy	drivers do not own boot policy or import core/services	0	1775498463506	1775498463540	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/drivers-do-not-own-boot-policy.log
ARCHITECTURE TESTS	-	klib-does-not-depend-on-device-code	klib does not depend on drivers, services, core, machine, or policy code	0	1775498463521	1775498463555	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/klib-does-not-depend-on-device-code.log
ARCHITECTURE TESTS	-	types-do-not-depend-on-io-or-policy	types do not depend on I/O/policy or higher-layer orchestration modules	0	1775498463537	1775498463571	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/types-do-not-depend-on-io-or-policy.log
ARCHITECTURE TESTS	-	machine-stays-primitive-only	machine stays primitive-only and avoids higher-layer policy dependencies	0	1775498463552	1775498463586	34	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/machine-stays-primitive-only.log
ARCHITECTURE TESTS	-	runtime-path-artifacts-exist	runtime ownership artifacts exist for start -> core -> services -> drivers path	0	1775498463567	1775498463602	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/runtime-path-artifacts-exist.log
ARCHITECTURE TESTS	-	boot-start-hand-off-only-to-kmain	boot start handoff enters kmain directly	0	1775498463583	1775498463615	32	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/boot-start-hand-off-only-to-kmain.log
ARCHITECTURE TESTS	-	start-not-direct-to-driver-or-helper	boot handoff does not jump directly to driver/helper surfaces	0	1775498463597	1775498463627	30	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/start-not-direct-to-driver-or-helper.log
ARCHITECTURE TESTS	-	entry-calls-core-init-sequence	core entry invokes the core init sequence	0	1775498463612	1775498463640	28	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/entry-calls-core-init-sequence.log
ARCHITECTURE TESTS	-	core-init-calls-simd-policy-service	core init installs SIMD policy through the services layer instead of importing machine directly	0	1775498463625	1775498463655	30	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-init-calls-simd-policy-service.log
ARCHITECTURE TESTS	-	core-init-calls-services-console	core init delegates console work to services console	0	1775498463638	1775498463668	30	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/core-init-calls-services-console.log
ARCHITECTURE TESTS	-	services-console-calls-driver-facade	services console reaches VGA through driver facade	0	1775498463652	1775498463680	28	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/services-console-calls-driver-facade.log
ARCHITECTURE TESTS	-	entry-no-direct-driver-abi-calls	core entry does not call or declare VGA driver ABI directly	0	1775498463665	1775498463692	27	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/entry-no-direct-driver-abi-calls.log
ARCHITECTURE TESTS	-	helper-boundary-files-exist	helper boundary and type facade files exist	0	1775498463677	1775498463704	27	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/helper-boundary-files-exist.log
ARCHITECTURE TESTS	-	helper-abi-uses-primitive-core-types	helper ABI uses primitive/core-compatible types only	0	1775498463689	1775498463719	30	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/helper-abi-uses-primitive-core-types.log
ARCHITECTURE TESTS	-	kernel-helper-code-avoids-std	helper and type code avoids std	0	1775498463702	1775498463734	32	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-helper-code-avoids-std.log
ARCHITECTURE TESTS	-	no-alias-only-primitive-layer	type layer avoids alias-only primitive wrappers	0	1775498463715	1775498463750	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/no-alias-only-primitive-layer.log
ARCHITECTURE TESTS	-	port-uses-repr-transparent	Port uses repr(transparent)	0	1775498463728	1775498463761	33	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/port-uses-repr-transparent.log
ARCHITECTURE TESTS	-	kernel-range-uses-repr-c	KernelRange uses repr(C)	0	1775498463746	1775498463774	28	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/kernel-range-uses-repr-c.log
ARCHITECTURE TESTS	-	screen-types-exist	future screen type file exists	0	1775498463759	1775498463794	35	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/screen-types-exist.log
ARCHITECTURE TESTS	-	color-code-uses-repr-transparent	ColorCode uses repr(transparent)	0	1775498463772	1775498463814	42	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/color-code-uses-repr-transparent.log
TESTS	unit	host-keyboard-input-enter-and-backspace-decode-as-control-keys	host keyboard scancode decoding recognizes enter and backspace	0	1775498462479	1775498463832	1353	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/unit/host-keyboard-input-enter-and-backspace-decode-as-control-keys.log
ARCHITECTURE TESTS	-	screen-cell-uses-repr-c	ScreenCell uses repr(C)	0	1775498463791	1775498463849	58	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/screen-cell-uses-repr-c.log
ARCHITECTURE TESTS	-	cursor-pos-uses-repr-c	CursorPos uses repr(C)	0	1775498463810	1775498463866	56	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/cursor-pos-uses-repr-c.log
ARCHITECTURE TESTS	-	helper-wrappers-use-extern-c-and-no-mangle	helper wrappers keep extern C and no_mangle	0	1775498463826	1775498463885	59	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/helper-wrappers-use-extern-c-and-no-mangle.log
ARCHITECTURE TESTS	-	helper-private-impl-not-imported-directly	private helper impl files are not imported directly outside boundary files	0	1775498463861	1775498463902	41	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/helper-private-impl-not-imported-directly.log
ARCHITECTURE TESTS	-	serial-path-uses-port-type	serial runtime path uses Port through machine and driver layers	0	1775498463881	1775498463918	37	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/serial-path-uses-port-type.log
TESTS	unit	host-keyboard-input-alt-function-key-is-distinguishable-for-shortcuts	host keyboard scancode decoding keeps alt-function shortcuts distinct	0	1775498462593	1775498463934	1341	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/unit/host-keyboard-input-alt-function-key-is-distinguishable-for-shortcuts.log
ARCHITECTURE TESTS	-	layout-path-uses-kernel-range-type	layout path uses KernelRange instead of naked pairs	0	1775498463898	1775498463949	51	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/layout-path-uses-kernel-range-type.log
ARCHITECTURE TESTS	-	future-port-owner-and-repr	Port is owned by src/kernel/machine/port.rs with repr(transparent)	0	1775498463914	1775498463963	49	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/future-port-owner-and-repr.log
ARCHITECTURE TESTS	-	future-kernel-range-owner-and-repr	KernelRange is owned by src/kernel/types/range.rs with repr(C)	0	1775498463930	1775498463979	49	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/future-kernel-range-owner-and-repr.log
ARCHITECTURE TESTS	-	future-screen-types-owner-and-repr	ColorCode/ScreenCell/CursorPos are owned by src/kernel/types/screen.rs and have required repr	0	1775498463960	1775498464003	43	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/architecture-tests/root/future-screen-types-owner-and-repr.log
STABILITY TESTS	-	tui-recognizes-architecture-section	TUI recognizes ARCHITECTURE TESTS as a first-class section	0	1775498464014	1775498464022	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/stability-tests/root/tui-recognizes-architecture-section.log
TESTS	unit	host-keyboard-input-control-modifier-tracks-press-and-release	host keyboard scancode decoding tracks control press and release state	0	1775498462842	1775498464039	1197	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/tests/unit/host-keyboard-input-control-modifier-tracks-press-and-release.log
STABILITY TESTS	-	architecture-panel-label-is-arch	TUI renders ARCH as the architecture section label	0	1775498464035	1775498464056	21	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/stability-tests/root/architecture-panel-label-is-arch.log
STABILITY TESTS	-	architecture-panel-title-is-updated	TUI panel title includes architecture	0	1775498464070	1775498464078	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/stability-tests/root/architecture-panel-title-is-updated.log
STABILITY TESTS	-	exports-allowlist-file-is-non-empty	architecture export allowlist exists and is non-empty	0	1775498464093	1775498464103	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6.cases/stability-tests/root/exports-allowlist-file-is-non-empty.log
